SAMPLEID,Ag109,Ag110m,Am0,Am241,Am242,Am242m,Am243,C14,Ce140,Ce142,Ce144,Cm0,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cs0,Cs133,Cs134,Cs135,Cs137,Eu0,Eu151,Eu152,Eu153,Eu154,Eu155,Gd0,Gd152,Gd154,Gd155,Gd156,Gd157,Gd158,Gd160,H3,I129,La139,Mo100,Mo95,Mo97,Mo98,Nb95,Nd0,Nd142,Nd143,Nd144,Nd145,Nd146,Nd148,Nd150,Np237,Pd105,Pd108,Pm147,Pr144,Pu0,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu244,Rh103,Ru101,Ru103,Ru106,Sb125,Se79,Sm0,Sm147,Sm148,Sm149,Sm150,Sm151,Sm152,Sm154,Sn126,Sr90,Tc99,U0,U232,U233,U234,U235,U236,U238,Zr95,RTYPE,EU235,EPU,EPUFISS,EBUP
TMI-1|NJ05YU|H6|B2,0.0529,0,0,0.3418,0,0,0.2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751,0,7.948e-4,0,0.1677,0,0.01315,0,0,0,0.006559,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,1,0,0.9079,0,0.5456,0,0.6929,0,0,0,0,0,0,0.315,5.299,2.733,1.39,0.9162,0,0.6299,1.204,0,0,0,0,0,0.1862,0,0.00327,0.3761,0.01343,0.1297,0,0,0,1.093,0,0,0,0.1871,6.216,5.41,0,0,PWR,4.01,0,0,50.1
TMI-1|NJ05YU|H6|B3J,0.07528,0,0,0.4891,0,0.001203,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.675,0,7.225e-4,0,0.1773,0,0.009978,0,0,0,0.01007,0,0,0,0,0,0,0,0,1.087,0,0,0,0,0,1.025,0,0.9444,0,0.5568,0,0.6824,0,0,0,0,0,0,0.3849,4.918,2.566,1.319,1.069,0,0.5996,1.131,0,0,0,0,0,0.2397,0,0.003083,0.4374,0.01425,0.1372,0,0,0,1.203,0,0,0,0.1773,5.907,5.274,0,0,PWR,4.01,0,0,53
TMI-1|NJ05YU|H6|C1,0.05369,0,0,0.3777,0,0,0.2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.814,0,6.868e-4,0,0.1675,0,0.01435,0,0,0,0.006369,0,0,0,0,0,0,0,0,1.102,0,0,0,0,0,0.9812,0,0.8988,0,0.5461,0,0.7054,0,0,0,0,0,0,0.3305,5.415,2.758,1.426,0.9016,0,0.6193,1.166,0,0,0,0,0,0.187,0,0.003194,0.3841,0.0125,0.1268,0,0,0,1.083,0,0,0,0.1981,6.6,5.48,0,0,PWR,4.01,0,0,50.2
TMI-1|NJ05YU|H6|C2B,0.06332,0,0,0.4919,0,0.001628,0.1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.708,0,6.815e-4,0,0.1672,0,0.009659,0,0,0,0.009122,0,0,0,0,0,0,0,0,1.064,0,0,0,0,0,1.002,0,0.9122,0,0.5545,0,0.6654,0,0,0,0,0,0,0.4445,4.838,2.468,1.288,0.9033,0,0.5956,1.136,0,0,0,0,0,0.2218,0,0.003255,0.406,0.01288,0.1261,0,0,0,1.315,0,0,0,0.1753,6.037,5.026,0,0,PWR,4.01,0,0,52.6
TMI-1|NJ05YU|H6|C2D1,0.123,0,0,0.9838,0,0,0.313,0,1.873,1.666,0,0,0,0,0.0847,0,0,0,0,1.629,7.0455e-4,0.6108,1.1545,0,0.002081,6.24e-5,0.1762,0.0088505,8.212499999999999e-4,0,6.9e-5,0.03631,0.0128,0.1994,1.99e-4,0.03044,0.001904,0,0,0,0,1.36,0,0,0,0,0.04278,1.148,2.236,1.02,1.163,0.586,0.2798,0.992,0,0,0,0,0,0,0.3903,6.115,3.191,0.782,1.012,0,0.729,0,0,0,0,0,0,0.3363,0.2767,0.003538,0.4552,0.0141,0.1381,0.0602,0,0,1.21,0,0,4.4e-4,0.2193,6.91,5.68,934,0,PWR,4.01,0,0,53.5
TMI-1|NJ05YU|H6|C2D2,0.123,0,0,0.9838,0,0,0.317,0,1.852,1.659,0,0,0,0,0.0848,0,0,0,0,1.625,7.301499999999999e-4,0.599,1.226,0,0.002081,2.68e-4,0.1782,0.0093875,8.452500000000001e-4,0,1.96e-4,0.03588,0.01295,0.2031,2.04e-4,0.03074,0.00193,0,0,0,0,1.44,0,0,0,0,0.04381,1.145,2.278,1.029,1.175,0.592,0.2861,0.984,0,0,0,0,0,0,0.3641,5.842,3.099,0.746,1.011,0,0.804,0,0,0,0,0,0,0.3383,0.2782,0.003444,0.4599,0.01367,0.1416,0.06048,0,0,1.37,0,0,6.5e-4,0.2246,6.57,5.66,931,0,PWR,4.01,0,0,52.7
TMI-1|NJ05YU|H6|C3,0.0925,0,0,0.3034,0,0,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.702,0,8.491e-4,0,0.1609,0,0.01276,0,0,0,0.006678,0,0,0,0,0,0,0,0,1.008,0,0,0,0,0,0.9527,0,0.8982,0,0.5587,0,0.6836,0,0,0,0,0,0,0.2516,5.522,2.849,1.406,0.925,0,0.5485,1.027,0,0,0,0,0,0.1822,0,0.002904,0.3626,0.01258,0.1258,0,0,0,1.036,0,0,0,0.185,6.262,5.337,0,0,PWR,4.01,0,0,51.3
TMI-1|NJ05YU|H6|D1A2,0.04457,0,0,0.324,0,5.886e-4,0.1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,0,6.401e-4,0,0.1829,0,0.009499,0,0,0,0.009854,0,0,0,0,0,0,0,0,1.074,0,0,0,0,0,1.074,0,0.9677,0,0.5859,0,0.6827,0,0,0,0,0,0,0.3684,5.273,2.619,1.42,0.9322,0,0.5966,1.092,0,0,0,0,0,0.2432,0,0.003729,0.4377,0.015,0.1376,0,0,0,1.101,0,0,0,0.1864,6.738,5.273,0,0,PWR,4.01,0,0,55.7
TMI-1|NJ05YU|H6|D1A4,0.08172,0,0,0.508,0,8.101e-4,0.1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595,0,6.443e-4,0,0.1684,0,0.01221,0,0,0,0.01346,0,0,0,0,0,0,0,0,1.052,0,0,0,0,0,1.043,0,0.9268,0,0.5293,0,0.6612,0,0,0,0,0,0,0.3618,5.213,2.531,1.381,0.909,0,0.5819,1.06,0,0,0,0,0,0.2272,0,0.003476,0.3983,0.01363,0.1292,0,0,0,1.15,0,0,0,0.1907,7.227,5.178,0,0,PWR,4.01,0,0,50.5
TMI-1|NJ05YU|H6|D2,0.04663,0,0,0.3462,0,0,0.1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.619,0,7.045e-4,0,0.1564,0,0.01229,0,0,0,0.005603,0,0,0,0,0,0,0,0,0.9214,0,0,0,0,0,0.9149,0,0.8302,0,0.4877,0,0.6766,0,0,0,0,0,0,0.3257,5.435,2.671,1.368,0.7958,0,0.5165,0.9493,0,0,0,0,0,0.1824,0,0.003099,0.349,0.01266,0.121,0,0,0,0.9772,0,0,0,0.1927,7.39,5.342,0,0,PWR,4.01,0,0,44.8
TMI-1|NJ070G|O1|S1,0,0,0,0.1145,0,2.75e-4,0.01502,0,0,0,0,0,1.774e-5,5.162e-5,0.002496,1.117e-4,0,0,0,0,0.02356,0,0.9113,0,3.895e-4,0,0.07555,0,0,0,0,0,0.002309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7461,0,0.5631,0.5218,0.2862,0.1295,0.3041,0,0,0,0,0,0,0.07198,5.453,1.52,0.7546,0.1802,0,0,0,0,0,0,0,0,0.1793,0,0.004054,0.2159,0.01276,0.08662,0,0,0,0,0,0,0,0.3266,22.06,4.533,0,0,PWR,4.66,0,0,25.8
TMI-1|NJ070G|O1|S2,0,0,0,0.1983,0,4.238e-4,0.03508,0,0,0,0,0,1.637e-5,1.169e-4,0.007185,3.761e-4,0,0,0,0,0.02582,0,1.095,0,4.434e-4,0,0.09449,0,0,0,0,0,0.002891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8345,0,0.6427,0.6156,0.3349,0.1534,0.3957,0,0,0,0,0,0,0.1085,5.594,1.852,0.9159,0.2844,0,0,0,0,0,0,0,0,0.2058,0,0.004079,0.2601,0.01375,0.1001,0,0,0,0,0,0,0,0.304,19.18,4.996,0,0,PWR,4.66,0,0,29.9
TMI-1|NJ070G|O1|S3,0,0,0,0.1713,0,4.213e-4,0.02565,0,0,0,0,0,2.715e-5,9.738e-5,0.004981,2.631e-4,0,0,0,0,0.02715,0,0.9644,0,4.316e-4,0,0.0824,0,0,0,0,0,0.00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7753,0,0.5814,0.5496,0.3006,0.1376,0.3642,0,0,0,0,0,0,0.09363,6.03,1.713,0.8951,0.221,0,0,0,0,0,0,0,0,0.1816,0,0.004419,0.2313,0.01433,0.08932,0,0,0,0,0,0,0,0.3137,21.72,4.672,0,0,PWR,4.66,0,0,26.7
TMI-1|NJ070G|O12|S4,0,0,0,0.1522,0,3.542e-4,0.01691,0,0,0,0,0,1.851e-5,5.975e-5,0.002715,1.165e-4,0,0,0,0,0.02086,0,0.8502,0,4.03e-4,0,0.06924,0,0,0,0,0,0.001907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7055,0,0.5252,0.481,0.264,0.1184,0.3034,0,0,0,0,0,0,0.06276,5.439,1.39,0.6896,0.1484,0,0,0,0,0,0,0,0,0.17,0,0.004058,0.1982,0.01296,0.08098,0,0,0,0,0,0,0,0.3335,23.58,4.303,0,0,PWR,4.66,0,0,23.7
TMI-1|NJ070G|O12|S5,0,0,0,0.208,0,4.854e-4,0.02773,0,0,0,0,0,1.124e-5,1.003e-4,0.005163,2.717e-4,0,0,0,0,0.02127,0,0.937,0,4.704e-4,0,0.08105,0,0,0,0,0,0.002511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7646,0,0.5725,0.5397,0.2942,0.134,0.3486,0,0,0,0,0,0,0.08808,6.006,1.649,0.8405,0.2061,0,0,0,0,0,0,0,0,0.1883,0,0.00416,0.2258,0.01415,0.08686,0,0,0,0,0,0,0,0.3129,21.83,4.619,0,0,PWR,4.66,0,0,26.5
TMI-1|NJ070G|O12|S6,0,0,0,0.1378,0,3.722e-4,0.0165,0,0,0,0,0,1.875e-5,6.553e-5,0.003019,1.566e-4,0,0,0,0,0.02287,0,0.8606,0,4.584e-4,0,0.07209,0,0,0,0,0,0.002184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7181,0,0.5287,0.4931,0.27,0.1228,0.3281,0,0,0,0,0,0,0.07772,6.187,1.509,0.8006,0.165,0,0,0,0,0,0,0,0,0.1678,0,0.004434,0.2034,0.01481,0.07884,0,0,0,0,0,0,0,0.3262,23.91,4.387,0,0,PWR,4.66,0,0,24
TMI-1|NJ070G|O13|S7,0,0,0,0.1626,0,3.158e-4,0.01607,0,0,0,0,0,7.001e-6,5.61e-5,0.002462,1.071e-4,0,0,0,0,0.01654,0,0.8383,0,4.21e-4,0,0.067,0,0,0,0,0,0.001973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6964,0,0.5178,0.4736,0.2603,0.1175,0.2829,0,0,0,0,0,0,0.06024,5.422,1.372,0.6616,0.1447,0,0,0,0,0,0,0,0,0.1748,0,0.003975,0.1936,0.01269,0.0796,0,0,0,0,0,0,0,0.343,23.78,4.219,0,0,PWR,4.66,0,0,22.8
TMI-1|NJ070G|O13|S8,0,0,0,0.2024,0,4.677e-4,0.02671,0,0,0,0,0,1.172e-5,9.466e-5,0.004902,2.568e-4,0,0,0,0,0.02128,0,0.9466,0,4.677e-4,0,0.0807,0,0,0,0,0,0.002531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7601,0,0.5698,0.5361,0.2924,0.1331,0.3477,0,0,0,0,0,0,0.08707,5.886,1.621,0.8238,0.2024,0,0,0,0,0,0,0,0,0.1865,0,0.004143,0.2231,0.01415,0.08613,0,0,0,0,0,0,0,0.3187,21.93,4.583,0,0,PWR,4.66,0,0,26.3
TUR-3|B17|G7|15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2998,0,0,0,0,0,0,0,0,0.1114,4.8798,2.1137,0.9354,0.4098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1231,7.0095,3.1519,952.83,0,PWR,2.556,0,0,27.54
TUR-3|B17|G7|30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2957,0,0,0,0,0,0,0,0,0.1096,4.9099,2.0764,0.9489,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1232,7.1836,3.0959,953.1,0,PWR,2.556,0,0,27.17
TUR-3|B17|G7|35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2165,0,0,0,0,0,0,0,0,0.0577,4.7104,1.557,0.6964,0.2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1339,10.1585,2.7288,959.24,0,PWR,2.556,0,0,19.89
TUR-3|B17|G7|6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2785,0,0,0,0,0,0,0,0,0.0875,4.6795,1.9237,0.8426,0.3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1329,7.6485,3.0456,954.89,0,PWR,2.556,0,0,25.58
TUR-3|B17|G9|13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2933,0,0,0,0,0,0,0,0,0.1115,4.8039,2.0708,0.914,0.4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1137,7.6053,3.2023,952.96,0,PWR,2.556,0,0,26.94
TUR-3|B17|H6|13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3015,0,0,0,0,0,0,0,0,0.1147,4.8601,2.1521,0.9427,0.4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1326,6.8748,3.1894,952.7,0,PWR,2.556,0,0,27.2
TUR-3|B17|I9|13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2902,0,0,0,0,0,0,0,0,0.1356,4.638,2.0322,0.8955,0.4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1233,6.8378,3.1561,954.26,0,PWR,2.556,0,0,26.66
TUR-3|B17|J8|13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3015,0,0,0,0,0,0,0,0,0.1156,4.8408,2.133,0.9399,0.4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1326,6.9227,3.1991,952.69,0,PWR,2.556,0,0,27.2
TUR-3|D01|G10|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3322,0,0,0,0,0,0,0,0,0.136,4.8396,2.2939,1.0684,0.5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321,5.6763,3.2547,950.56,0,PWR,2.556,0,0,30.51
TUR-3|D01|G9|15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3344,0,0,0,0,0,0,0,0,0.1365,4.8378,2.2657,1.0609,0.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321,5.8649,3.2542,950.22,0,PWR,2.556,0,0,30.72
TUR-3|D01|H9|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3436,0,0,0,0,0,0,0,0,0.1426,4.9295,2.2952,1.1044,0.5477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1225,5.5837,3.1744,949.5,0,PWR,2.556,0,0,31.56
TUR-3|D04|G10|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3408,0,0,0,0,0,0,0,0,0.1372,4.7881,2.2775,1.0716,0.5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,5.6623,3.2521,949.81,0,PWR,2.556,0,0,31.31
TUR-3|D04|G9|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3402,0,0,0,0,0,0,0,0,0.1382,4.941,2.3198,1.1239,0.5427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1131,5.5096,3.1563,949.87,0,PWR,2.556,0,0,31.26
TVC-1|509-032|E11|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814,0,0,0,0,0,0,0,0,0,3.486,0.4428,0.1424,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,23.31,1.633,963.2,0,PWR,3.13,0,0,7.282
TVC-1|509-032|E11|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,5.271,1.1194,0.5113,0.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,17.3,2.837,956.82,0,PWR,3.13,0,0,15.227
TVC-1|509-032|E11|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1778,0,0,0,0,0,0,0,0,0,5.241,1.1384,0.5148,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,16.63,2.743,957.07,0,PWR,3.13,0,0,15.81
TVC-1|509-032|E11|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1292,0,0,0,0,0,0,0,0,0,4.418,0.7751,0.3074,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.18,2.503,959.75,0,PWR,3.13,0,0,11.583
TVC-1|509-032|H9|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,5.176,1.212,0.5631,0.1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74,2.986,956,0,PWR,3.13,0,0,16.575
TVC-1|509-032|H9|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1948,0,0,0,0,0,0,0,0,0,5.236,1.2471,0.5776,0.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,16.32,3.032,955.52,0,PWR,3.13,0,0,17.133
TVC-1|509-032|H9|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1385,0,0,0,0,0,0,0,0,0,4.122,0.7729,0.3159,0.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,19.14,2.427,959.69,0,PWR,3.13,0,0,12.459
TVC-1|509-032|Q15|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2009,0,0,0,0,0,0,0,0,0,4.974,1.2986,0.5803,0.1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,15.03,3.109,955.79,0,PWR,3.13,0,0,18.255
TVC-1|509-049|A1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,3.482,0.5525,0.18564999999999998,0.01925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,18.85,1.751,965.895,0,PWR,2.719,0,0,8.846
TVC-1|509-049|A1|1K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWR,2.719,0,0,8.846
TVC-1|509-049|A1|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1732,0,0,0,0,0,0,0,0,0,4.852,1.2538,0.56725,0.12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,13.45,2.6755,960.19,0,PWR,2.719,0,0,16.172
TVC-1|509-049|A1|7K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWR,2.719,0,0,16.172
TVC-1|509-049|A1|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,4.143,0.8403,0.3363,0.0482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,16.16,2.227,963.83,0,PWR,2.719,0,0,11.825
TVC-1|509-049|J8|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979,0,0,0,0,0,0,0,0,0,3.608,0.5602,0.1899,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,18.56,1.782,966.19,0,PWR,2.719,0,0,8.625
TVC-1|509-049|J8|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1651,0,0,0,0,0,0,0,0,0,4.774,1.1615,0.5122,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,13.91,2.507,961.27,0,PWR,2.719,0,0,15.042
TVC-1|509-049|J8|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1698,0,0,0,0,0,0,0,0,0,4.931,1.1968,0.5306,0.1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88,2.572,960.84,0,PWR,2.719,0,0,15.343
TVC-1|509-049|J8|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1247,0,0,0,0,0,0,0,0,0,4.212,0.8166,0.3143,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.64,2.142,964.3,0,PWR,2.719,0,0,11.096
TVC-1|509-049|L5|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.608,0.5148,0.1695,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,19.73,1.629,966.08,0,PWR,2.719,0,0,7.829
TVC-1|509-049|L5|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16025,0,0,0,0,0,0,0,0,0,5.019,1.12065,0.50135,0.08715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,15.04,2.4299999999999997,960.9100000000001,0,PWR,2.719,0,0,14.268
TVC-1|509-049|L5|4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWR,2.719,0,0,14.263
